,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Player Link,Player ID
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,
104,105,Lewis Cook,eng ENG,MF,Bournemouth,25,1997,19.1,0,6,0,0.0,0.31,0.00,0.00,,28.7,2,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,https://fbref.com/en/players/2afc7272/Lewis-Cook,2afc7272
105,106,Steve Cook,eng ENG,DF,Nott'ham Forest,31,1991,10.6,0,3,0,0.0,0.28,0.00,0.00,,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,https://fbref.com/en/players/3e5e4e63/Steve-Cook,3e5e4e63
106,107,Liam Cooper,sct SCO,DF,Leeds United,30,1991,15.8,1,10,2,20.0,0.63,0.13,0.10,0.50,9.5,0,0,0,1.0,1.0,0.11,0.0,0.0,Matches,https://fbref.com/en/players/dc64b8b3/Liam-Cooper,dc64b8b3
107,108,Maxwel Cornet,ci CIV,FW,West Ham,25,1996,2.7,0,9,2,22.2,3.31,0.73,0.00,0.00,12.5,0,0,0,1.3,1.3,0.14,-1.3,-1.3,Matches,https://fbref.com/en/players/beb391dd/Maxwel-Cornet,beb391dd
108,109,Diego Costa,es ESP,FW,Wolves,33,1988,13.8,1,28,14,50.0,2.03,1.02,0.04,0.07,12.0,0,0,0,3.2,3.2,0.11,-2.2,-2.2,Matches,https://fbref.com/en/players/a190d597/Diego-Costa,a190d597
109,110,Vladimír Coufal,cz CZE,DF,West Ham,29,1992,23.7,0,6,0,0.0,0.25,0.00,0.00,,25.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,https://fbref.com/en/players/fdf3cb77/Vladimir-Coufal,fdf3cb77
110,111,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,30,1992,8.8,1,21,8,38.1,2.40,0.91,0.05,0.13,21.6,2,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches,https://fbref.com/en/players/0ef89a37/Philippe-Coutinho,0ef89a37
111,112,Conor Coventry,ie IRL,"MF,FW",West Ham,22,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/a5ca9127/Conor-Coventry,a5ca9127
112,113,Matthew Craig,sct SCO,MF,Tottenham,19,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/bc914523/Matthew-Craig,bc914523
113,114,Aaron Cresswell,eng ENG,DF,West Ham,32,1989,24.8,0,9,1,11.1,0.36,0.04,0.00,0.00,22.5,4,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,https://fbref.com/en/players/4f974391/Aaron-Cresswell,4f974391
114,115,Marc Cucurella,es ESP,DF,Chelsea,24,1998,18.6,0,7,0,0.0,0.38,0.00,0.00,,19.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,https://fbref.com/en/players/1daec722/Marc-Cucurella,1daec722
115,116,Matheus Cunha,br BRA,FW,Wolves,23,1999,10.7,2,26,7,26.9,2.42,0.65,0.08,0.29,19.4,0,0,0,2.0,2.0,0.08,0.0,0.0,Matches,https://fbref.com/en/players/dc62b55d/Matheus-Cunha,dc62b55d
116,117,Patson Daka,zm ZAM,FW,Leicester City,23,1998,13.2,4,30,16,53.3,2.27,1.21,0.13,0.25,14.6,0,0,0,3.5,3.5,0.12,+0.5,+0.5,Matches,https://fbref.com/en/players/ca45605e/Patson-Daka,ca45605e
117,118,Diogo Dalot,pt POR,DF,Manchester Utd,23,1999,23.9,1,22,7,31.8,0.92,0.29,0.05,0.14,19.9,0,0,0,2.5,2.5,0.11,-1.5,-1.5,Matches,https://fbref.com/en/players/d9565625/Diogo-Dalot,d9565625
118,119,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,22,2000,11.0,0,12,5,41.7,1.09,0.46,0.00,0.00,15.0,0,0,0,2.6,2.6,0.22,-2.6,-2.6,Matches,https://fbref.com/en/players/215f3907/Mikkel-Damsgaard,215f3907
119,120,Danilo,br BRA,MF,Nott'ham Forest,21,2001,10.8,3,15,4,26.7,1.38,0.37,0.20,0.75,20.4,0,0,0,1.5,1.5,0.10,+1.5,+1.5,Matches,https://fbref.com/en/players/a816dbfb/Danilo,a816dbfb
120,121,Arnaut Danjuma,nl NED,"FW,MF",Tottenham,25,1997,1.9,1,6,3,50.0,3.20,1.60,0.17,0.33,14.2,0,0,0,0.8,0.8,0.13,+0.2,+0.2,Matches,https://fbref.com/en/players/f08490a6/Arnaut-Danjuma,f08490a6
121,122,Josh Dasilva,eng ENG,MF,Brentford,23,1998,15.4,4,18,6,33.3,1.17,0.39,0.22,0.67,19.8,0,0,0,1.5,1.5,0.09,+2.5,+2.5,Matches,https://fbref.com/en/players/60344e4f/Josh-Dasilva,60344e4f
122,123,David Datro Fofana,ci CIV,FW,Chelsea,19,2002,0.8,0,3,1,33.3,3.86,1.29,0.00,0.00,19.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,https://fbref.com/en/players/e82900ef/David-Datro-Fofana,e82900ef
123,124,Ben Davies,wls WAL,DF,Tottenham,29,1993,25.4,2,14,5,35.7,0.55,0.20,0.14,0.40,16.7,0,0,0,1.0,1.0,0.07,+1.0,+1.0,Matches,https://fbref.com/en/players/44781702/Ben-Davies,44781702
124,125,Tom Davies,eng ENG,MF,Everton,24,1998,6.0,0,9,2,22.2,1.51,0.33,0.00,0.00,15.7,0,0,0,1.2,1.2,0.13,-1.2,-1.2,Matches,https://fbref.com/en/players/9228b07c/Tom-Davies,9228b07c
125,126,Craig Dawson,eng ENG,DF,West Ham,32,1990,8.0,0,6,1,16.7,0.75,0.12,0.00,0.00,15.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,https://fbref.com/en/players/3e9e06cb/Craig-Dawson,3e9e06cb
126,127,Craig Dawson,eng ENG,DF,Wolves,32,1990,15.7,1,11,2,18.2,0.70,0.13,0.09,0.50,11.5,0,0,0,1.0,1.0,0.09,0.0,0.0,Matches,https://fbref.com/en/players/3e9e06cb/Craig-Dawson,3e9e06cb
127,128,Kevin De Bruyne,be BEL,MF,Manchester City,31,1991,26.9,7,65,21,32.3,2.42,0.78,0.11,0.33,23.0,7,0,0,5.6,5.6,0.09,+1.4,+1.4,Matches,https://fbref.com/en/players/e46012d4/Kevin-De-Bruyne,e46012d4
128,129,Siriki Dembélé,ci CIV,"FW,MF",Bournemouth,25,1996,1.2,0,2,2,100.0,1.64,1.64,0.00,0.00,16.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,https://fbref.com/en/players/11f54bd5/Siriki-Dembele,11f54bd5
129,130,Leander Dendoncker,be BEL,MF,Aston Villa,27,1995,7.7,0,2,0,0.0,0.26,0.00,0.00,,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,https://fbref.com/en/players/5a7301ae/Leander-Dendoncker,5a7301ae
130,131,Leander Dendoncker,be BEL,MF,Wolves,27,1995,2.4,0,3,2,66.7,1.26,0.84,0.00,0.00,16.7,0,0,0,0.7,0.7,0.22,-0.7,-0.7,Matches,https://fbref.com/en/players/5a7301ae/Leander-Dendoncker,5a7301ae
131,132,Emmanuel Dennis,ng NGA,"FW,MF",Nott'ham Forest,24,1997,8.0,2,21,7,33.3,2.62,0.87,0.10,0.29,13.2,2,0,0,1.9,1.9,0.09,+0.1,+0.1,Matches,https://fbref.com/en/players/2c44a35d/Emmanuel-Dennis,2c44a35d
132,133,Halil Dervişoğlu,tr TUR,MF,Brentford,22,1999,0.1,0,1,0,0.0,11.25,0.00,0.00,,31.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,https://fbref.com/en/players/9d8cf204/Halil-Dervisoglu,9d8cf204
133,134,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,23,1998,25.6,2,26,6,23.1,1.01,0.23,0.08,0.33,21.3,0,0,0,2.4,2.4,0.09,-0.4,-0.4,Matches,https://fbref.com/en/players/5c74c0f5/Kiernan-Dewsbury-Hall,5c74c0f5
134,135,Ibrahima Diallo,fr FRA,MF,Southampton,23,1999,9.1,0,6,0,0.0,0.66,0.00,0.00,,28.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,https://fbref.com/en/players/11ff3d56/Ibrahima-Diallo,11ff3d56
135,136,Rúben Dias,pt POR,DF,Manchester City,25,1997,22.2,0,10,2,20.0,0.45,0.09,0.00,0.00,9.1,0,0,0,1.3,1.3,0.13,-1.3,-1.3,Matches,https://fbref.com/en/players/31c69ef1/Ruben-Dias,31c69ef1
136,137,Luis Díaz,co COL,FW,Liverpool,25,1997,11.1,4,27,8,29.6,2.44,0.72,0.15,0.50,15.1,0,0,0,2.5,2.5,0.09,+1.5,+1.5,Matches,https://fbref.com/en/players/4a1a9578/Luis-Diaz,4a1a9578
137,138,Eric Dier,eng ENG,DF,Tottenham,28,1994,31.3,2,17,4,23.5,0.54,0.13,0.12,0.50,11.8,2,0,0,1.6,1.6,0.10,+0.4,+0.4,Matches,https://fbref.com/en/players/ac861941/Eric-Dier,ac861941
138,139,Lucas Digne,fr FRA,DF,Aston Villa,29,1993,16.7,1,8,3,37.5,0.48,0.18,0.13,0.33,20.5,4,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches,https://fbref.com/en/players/1b84dbe1/Lucas-Digne,1b84dbe1
139,140,Issa Diop,fr FRA,DF,Fulham,25,1997,22.4,1,3,2,66.7,0.13,0.09,0.33,0.50,12.3,0,0,0,0.3,0.3,0.09,+0.7,+0.7,Matches,https://fbref.com/en/players/a712ca2b/Issa-Diop,a712ca2b
140,141,Moussa Djenepo,ml MLI,"DF,FW",Southampton,24,1998,7.9,0,3,2,66.7,0.38,0.25,0.00,0.00,13.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,https://fbref.com/en/players/254147d4/Moussa-Djenepo,254147d4
141,142,Ben Doak,sct SCO,FW,Liverpool,16,2005,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/733f1a7d/Ben-Doak,733f1a7d
142,143,Matt Doherty,ie IRL,"DF,MF",Tottenham,30,1992,7.4,1,10,2,20.0,1.35,0.27,0.10,0.50,12.1,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches,https://fbref.com/en/players/d557d734/Matt-Doherty,d557d734
143,144,Gabriel Dos Santos,br BRA,DF,Arsenal,24,1997,37.9,3,32,9,28.1,0.84,0.24,0.09,0.33,11.9,0,0,0,5.1,5.1,0.16,-2.1,-2.1,Matches,https://fbref.com/en/players/67ac5bb8/Gabriel-Dos-Santos,67ac5bb8
144,145,Abdoulaye Doucouré,ml MLI,MF,Everton,29,1993,17.0,5,20,8,40.0,1.17,0.47,0.25,0.63,13.2,0,0,0,2.4,2.4,0.12,+2.6,+2.6,Matches,https://fbref.com/en/players/02b29014/Abdoulaye-Doucoure,02b29014
145,146,Cheick Doucouré,ml MLI,MF,Crystal Palace,22,2000,30.8,0,36,7,19.4,1.17,0.23,0.00,0.00,24.6,0,0,0,1.4,1.4,0.04,-1.4,-1.4,Matches,https://fbref.com/en/players/ce4f40c7/Cheick-Doucoure,ce4f40c7
146,147,Flynn Downes,eng ENG,MF,West Ham,23,1999,8.5,0,4,1,25.0,0.47,0.12,0.00,0.00,14.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches,https://fbref.com/en/players/69fdb896/Flynn-Downes,69fdb896
147,148,Kami Doyle,eng ENG,MF,Southampton,16,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/65983e4d/Kami-Doyle,65983e4d
148,149,Cody Drameh,eng ENG,DF,Leeds United,20,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/e0d1510a/Cody-Drameh,e0d1510a
149,150,Martin Dúbravka,sk SVK,GK,Newcastle Utd,33,1989,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/3a949a25/Martin-Dubravka,3a949a25
150,151,Shane Duffy,ie IRL,"DF,FW",Fulham,30,1992,0.2,0,1,0,0.0,4.50,0.00,0.00,,6.1,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches,https://fbref.com/en/players/7314bba4/Shane-Duffy,7314bba4
151,152,Lewis Dunk,eng ENG,DF,Brighton,30,1991,36.0,1,22,3,13.6,0.61,0.08,0.05,0.33,11.7,1,0,0,1.7,1.7,0.08,-0.7,-0.7,Matches,https://fbref.com/en/players/282f75f3/Lewis-Dunk,282f75f3
152,153,Jhon Durán,co COL,"FW,MF",Aston Villa,18,2003,1.5,0,7,2,28.6,4.63,1.32,0.00,0.00,19.8,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,https://fbref.com/en/players/414184f7/Jhon-Duran,414184f7
153,154,Malcolm Ebiowei,eng ENG,"MF,FW",Crystal Palace,18,2003,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/fa9fa773/Malcolm-Ebiowei,fa9fa773
154,155,Ederson,br BRA,GK,Manchester City,28,1993,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/3bb7b8b4/Ederson,3bb7b8b4
155,156,Odsonne Édouard,fr FRA,FW,Crystal Palace,24,1998,20.0,5,39,15,38.5,1.95,0.75,0.13,0.33,12.5,0,0,0,4.2,4.2,0.11,+0.8,+0.8,Matches,https://fbref.com/en/players/0562b7f1/Odsonne-Edouard,0562b7f1
156,157,Samuel Edozie,eng ENG,"FW,MF",Southampton,19,2003,6.3,0,8,3,37.5,1.27,0.48,0.00,0.00,16.5,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches,https://fbref.com/en/players/007414dd/Samuel-Edozie,007414dd
157,158,Anthony Elanga,se SWE,FW,Manchester Utd,20,2002,4.7,0,10,4,40.0,2.11,0.85,0.00,0.00,13.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches,https://fbref.com/en/players/2fba6108/Anthony-Elanga,2fba6108
158,159,Harvey Elliott,eng ENG,"MF,FW",Liverpool,19,2003,17.9,1,36,12,33.3,2.01,0.67,0.03,0.08,19.3,0,0,0,2.1,2.1,0.06,-1.1,-1.1,Matches,https://fbref.com/en/players/b9e1436c/Harvey-Elliott,b9e1436c
159,160,Mohamed Elneny,eg EGY,MF,Arsenal,30,1992,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/47a34c4f/Mohamed-Elneny,47a34c4f
160,161,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,27,1994,24.1,1,36,10,27.8,1.49,0.42,0.03,0.10,15.8,0,0,0,3.5,3.5,0.10,-2.5,-2.5,Matches,https://fbref.com/en/players/68dc0dac/Mohamed-Elyounoussi,68dc0dac
161,162,Emerson,br BRA,DF,Tottenham,23,1999,19.3,2,17,6,35.3,0.88,0.31,0.12,0.33,16.6,0,0,0,1.7,1.7,0.10,+0.3,+0.3,Matches,https://fbref.com/en/players/df8b52a5/Emerson,df8b52a5
162,163,Christian Eriksen,dk DEN,MF,Manchester Utd,30,1992,22.8,1,39,11,28.2,1.71,0.48,0.03,0.09,19.3,4,0,0,5.0,5.0,0.13,-4.0,-4.0,Matches,https://fbref.com/en/players/980522ec/Christian-Eriksen,980522ec
163,164,Pervis Estupiñán,ec ECU,DF,Brighton,24,1998,29.7,1,29,4,13.8,0.98,0.13,0.03,0.25,19.3,0,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches,https://fbref.com/en/players/d38fdf53/Pervis-Estupinan,d38fdf53
164,165,Jonny Evans,nir NIR,DF,Leicester City,34,1988,11.7,0,1,1,100.0,0.09,0.09,0.00,0.00,3.8,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Matches,https://fbref.com/en/players/f8fcd2a5/Jonny-Evans,f8fcd2a5
165,166,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,24,1998,29.3,10,70,25,35.7,2.39,0.85,0.13,0.36,21.9,14,1,1,7.3,6.5,0.09,+2.7,+2.5,Matches,https://fbref.com/en/players/ae4fc6a4/Eberechi-Eze,ae4fc6a4
166,167,Łukasz Fabiański,pl POL,GK,West Ham,37,1985,34.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/9328b835/Lukasz-Fabianski,9328b835
167,168,Fabinho,br BRA,MF,Liverpool,28,1993,29.7,0,18,4,22.2,0.61,0.13,0.00,0.00,22.0,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,https://fbref.com/en/players/7f3b388c/Fabinho,7f3b388c
168,169,Wout Faes,be BEL,DF,Leicester City,24,1998,31.0,1,13,3,23.1,0.42,0.10,0.08,0.33,11.8,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches,https://fbref.com/en/players/9c221d14/Wout-Faes,9c221d14
169,170,Felipe,br BRA,DF,Nott'ham Forest,33,1989,15.8,0,13,1,7.7,0.83,0.06,0.00,0.00,9.0,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches,https://fbref.com/en/players/51a3c4c8/Felipe,51a3c4c8
170,171,João Félix,pt POR,"FW,MF",Chelsea,22,1999,10.5,4,46,16,34.8,4.40,1.53,0.09,0.25,18.0,3,0,0,4.9,4.9,0.11,-0.9,-0.9,Matches,https://fbref.com/en/players/8aafd64f/Joao-Felix,8aafd64f
171,172,Evan Ferguson,ie IRL,FW,Brighton,17,2004,10.6,6,36,17,47.2,3.41,1.61,0.17,0.35,15.2,0,0,0,5.3,5.3,0.15,+0.7,+0.7,Matches,https://fbref.com/en/players/4596da74/Evan-Ferguson,4596da74
172,173,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,27,1994,36.8,8,90,32,35.6,2.44,0.87,0.07,0.19,20.8,6,2,2,9.3,7.7,0.09,-1.3,-1.7,Matches,https://fbref.com/en/players/507c7bdf/Bruno-Fernandes,507c7bdf
173,174,Enzo Fernández,ar ARG,MF,Chelsea,21,2001,17.2,0,20,3,15.0,1.16,0.17,0.00,0.00,25.7,2,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches,https://fbref.com/en/players/5ff4ab71/Enzo-Fernandez,5ff4ab71
174,175,Roberto Firmino,br BRA,"FW,MF",Liverpool,30,1991,13.5,11,39,25,64.1,2.89,1.85,0.28,0.44,12.3,0,0,0,5.5,5.5,0.14,+5.5,+5.5,Matches,https://fbref.com/en/players/4c370d81/Roberto-Firmino,4c370d81
175,176,Junior Firpo,es ESP,DF,Leeds United,25,1996,15.2,1,2,1,50.0,0.13,0.07,0.50,1.00,12.2,0,0,0,0.1,0.1,0.06,+0.9,+0.9,Matches,https://fbref.com/en/players/24f59bb2/Junior-Firpo,24f59bb2
176,177,Phil Foden,eng ENG,FW,Manchester City,22,2000,20.5,11,46,22,47.8,2.25,1.07,0.24,0.50,15.3,1,0,0,5.9,5.9,0.13,+5.1,+5.1,Matches,https://fbref.com/en/players/ed1e53f3/Phil-Foden,ed1e53f3
177,178,Wesley Fofana,fr FRA,DF,Leicester City,21,2000,2.0,0,2,1,50.0,1.00,0.50,0.00,0.00,10.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,https://fbref.com/en/players/132a82f1/Wesley-Fofana,132a82f1
178,179,Wesley Fofana,fr FRA,DF,Chelsea,21,2000,13.1,1,6,2,33.3,0.46,0.15,0.17,0.50,11.4,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches,https://fbref.com/en/players/132a82f1/Wesley-Fofana,132a82f1
179,180,Pablo Fornals,es ESP,"FW,MF",West Ham,26,1996,16.7,3,27,7,25.9,1.62,0.42,0.11,0.43,22.6,0,0,0,2.2,2.2,0.08,+0.8,+0.8,Matches,https://fbref.com/en/players/82927de4/Pablo-Fornals,82927de4
180,181,Adam Forshaw,eng ENG,MF,Leeds United,30,1991,5.3,0,1,0,0.0,0.19,0.00,0.00,,26.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,https://fbref.com/en/players/9f1938ab/Adam-Forshaw,9f1938ab
181,182,Fraser Forster,eng ENG,GK,Tottenham,34,1988,13.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/c3e39f12/Fraser-Forster,c3e39f12
182,183,Tyrese Francois,au AUS,FW,Fulham,22,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/6722d4f0/Tyrese-Francois,6722d4f0
183,184,Ryan Fraser,sct SCO,FW,Newcastle Utd,28,1994,3.5,0,6,1,16.7,1.73,0.29,0.00,0.00,16.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,https://fbref.com/en/players/d56543a0/Ryan-Fraser,d56543a0
184,185,Fred,br BRA,MF,Manchester Utd,29,1993,13.9,2,26,5,19.2,1.87,0.36,0.08,0.40,19.5,0,0,0,2.0,2.0,0.08,0.0,0.0,Matches,https://fbref.com/en/players/b853e0ad/Fred,b853e0ad
185,186,Ryan Fredericks,eng ENG,DF,Bournemouth,29,1992,5.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/c067631c/Ryan-Fredericks,c067631c
186,187,Remo Freuler,ch SUI,MF,Nott'ham Forest,30,1992,24.0,0,8,1,12.5,0.33,0.04,0.00,0.00,20.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,https://fbref.com/en/players/98d2c2c4/Remo-Freuler,98d2c2c4
187,188,Cody Gakpo,nl NED,"FW,MF",Liverpool,23,1999,16.2,7,39,12,30.8,2.41,0.74,0.18,0.58,14.8,0,0,0,6.2,6.2,0.16,+0.8,+0.8,Matches,https://fbref.com/en/players/1971591f/Cody-Gakpo,1971591f
188,189,Conor Gallagher,eng ENG,MF,Chelsea,22,2000,18.0,3,28,11,39.3,1.55,0.61,0.11,0.27,17.9,0,0,0,2.5,2.5,0.09,+0.5,+0.5,Matches,https://fbref.com/en/players/c2731c10/Conor-Gallagher,c2731c10
189,190,Idrissa Gana Gueye,sn SEN,MF,Everton,32,1989,28.6,0,15,6,40.0,0.52,0.21,0.00,0.00,25.1,1,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,https://fbref.com/en/players/72c812f3/Idrissa-Gana-Gueye,72c812f3
190,191,Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,18,2004,6.3,3,24,9,37.5,3.80,1.42,0.13,0.33,16.3,0,0,0,3.0,3.0,0.13,0.0,0.0,Matches,https://fbref.com/en/players/7aa8adfe/Alejandro-Garnacho,7aa8adfe
191,192,James Garner,eng ENG,"MF,DF",Everton,21,2001,8.9,0,9,3,33.3,1.01,0.34,0.00,0.00,22.3,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches,https://fbref.com/en/players/4e015693/James-Garner,4e015693
192,193,David de Gea,es ESP,GK,Manchester Utd,31,1990,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/7ba6d84e/David-de-Gea,7ba6d84e
193,194,Joe Gelhardt,eng ENG,FW,Leeds United,20,2002,2.4,0,10,2,20.0,4.25,0.85,0.00,0.00,23.5,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches,https://fbref.com/en/players/01962d0d/Joe-Gelhardt,01962d0d
194,195,Saman Ghoddos,ir IRN,"MF,FW",Brentford,28,1993,1.5,0,1,1,100.0,0.65,0.65,0.00,0.00,19.2,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,https://fbref.com/en/players/f7b1d4e0/Saman-Ghoddos,f7b1d4e0
195,196,Morgan Gibbs-White,eng ENG,"FW,MF",Wolves,22,2000,2.0,0,3,1,33.3,1.50,0.50,0.00,0.00,11.5,0,0,0,0.7,0.7,0.24,-0.7,-0.7,Matches,https://fbref.com/en/players/32f60ed8/Morgan-Gibbs-White,32f60ed8
196,197,Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,22,2000,33.0,5,57,19,33.3,1.73,0.58,0.05,0.16,20.0,3,2,2,6.0,4.4,0.08,-1.0,-1.4,Matches,https://fbref.com/en/players/32f60ed8/Morgan-Gibbs-White,32f60ed8
197,198,Bryan Gil,es ESP,"MF,FW",Tottenham,21,2001,1.6,0,2,1,50.0,1.22,0.61,0.00,0.00,19.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,https://fbref.com/en/players/7b5ab7f2/Bryan-Gil,7b5ab7f2
